id,sequence,domain,response_type,task,choices,response,confidence,is_correct,task_type,condition,validity,believability,conflict,stimulus,qnum,total_qnum,rt,logRT,rt_for,statementEval
68051,46,conditional,single-choice,All B are C/No A are C,Yes/No,Yes,88.0,1,MT,Standard,Valid,Believable,No-conflict,<p>All sports require equipment.</p><p>Talking does not require equipment.</p>,3,90,7449.40000003576,8.91588877122238,1769.90000003576,9
68051,47,conditional,single-choice,All B are C/No A are C,Yes/No,Yes,68.0,1,MT,Standard,Valid,Believable,No-conflict,<p>All plants are green.</p><p>Mushrooms are not green.</p>,6,76,1304.89999997616,7.17388168844993,2104.0,10
68051,48,conditional,single-choice,All B are C/All A are C,Yes/No,Yes,76.0,0,AC,Standard,Invalid,Believable,Conflict,<p>All humans have skin.</p><p>Newborns have skin.</p>,8,49,4554.39999997616,8.42384907763164,1705.39999997616,8
68051,49,conditional,single-choice,All B are C/All A are C,Yes/No,No,40.0,1,AC,Standard,Invalid,Believable,Conflict,<p>All birds have feathers.</p><p>Parrots have feathers.</p>,7,8,10144.1999999881,9.2246573925698,1825.0,10
68051,50,conditional,single-choice,All B are C/No A are B,Yes/No,No,64.0,1,DA,Standard,Invalid,Believable,Conflict,<p>All African countries are warm.</p><p>The North Pole is not an African country.</p>,2,2,6605.0,8.79558221695643,2606.30000001192,5
68051,51,conditional,single-choice,All B are C/All A are C,Yes/No,No,62.0,1,AC,Standard,Invalid,Believable,Conflict,<p>All flowers need water.</p><p>Roses need water.</p>,2,27,3171.10000002384,8.06183380984175,1692.0,8
68051,52,conditional,single-choice,All B are C/No A are B,Yes/No,No,58.0,1,DA,Standard,Invalid,Believable,Conflict,<p>All plants are green.</p><p>Mushroom are not plants.</p>,6,75,5561.10000002384,8.62355120940744,1536.89999997616,10
68051,53,conditional,single-choice,All B are C/All A are B,Yes/No,Yes,84.0,1,MP,Standard,Valid,Unbelievable,Conflict,<p>All citruses are sour.</p><p>Oranges are citruses.</p>,8,13,986.800000011921,6.89446738466728,1690.89999997616,8
68051,54,conditional,single-choice,All B are C/All A are C,Yes/No,No,11.0,1,AC,Standard,Invalid,Believable,Conflict,<p>All things made of wood can be used as fuel.</p><p>Trees can be used as fuel.</p>,3,102,14012.8999999762,9.54773361291241,2665.0,8
68051,55,conditional,single-choice,All B are C/All A are C,Yes/No,No,64.0,1,AC,Standard,Invalid,Believable,Conflict,<p>All flowers need air.</p><p>Daisies need air.</p>,5,23,509.899999976158,6.23421462801435,4592.39999997616,8
68051,56,conditional,single-choice,All B are C/No A are B,Yes/No,No,53.0,1,DA,Standard,Invalid,Unbelievable,No-conflict,<p>All mammals have teeth.</p><p>Sharks are not mammals.</p>,5,67,2417.0,7.79028238070348,1529.39999997616,8
68051,57,conditional,single-choice,All B are C/No A are C,Yes/No,Yes,69.0,1,MT,Standard,Valid,Unbelievable,Conflict,<p>All vehicles need fuel.</p><p>Bicycles do not need fuel.</p>,8,125,4556.5,8.42431006393618,1810.30000001192,6
68051,58,conditional,single-choice,All B are C/All A are B,Yes/No,Yes,100.0,1,MP,Standard,Valid,Believable,No-conflict,<p>All trees have roots.</p><p>Oaks are trees.</p>,2,115,432.399999976158,6.06935108570991,2223.30000001192,7
68051,59,conditional,single-choice,All B are C/No A are B,Yes/No,No,43.0,1,DA,Standard,Invalid,Unbelievable,No-conflict,<p>All metal is hard to break.</p><p>Bricks are not metal.</p>,7,69,2237.60000002384,7.7131591418984,2192.89999997616,7
68051,60,conditional,single-choice,All B are C/All A are C,Yes/No,No,70.0,1,AC,Standard,Invalid,Unbelievable,No-conflict,<p>All lava is liquid.</p><p>Water is liquid.</p>,7,57,4002.0,8.29454951514368,1697.59999996424,0
68051,61,conditional,single-choice,All B are C/No A are B,Yes/No,No,73.0,1,DA,Standard,Invalid,Believable,Conflict,<p>All sports require equipment.</p><p>Talking is not a sport.</p>,4,91,18959.0,9.85003403180204,2142.19999998808,6
68051,62,conditional,single-choice,All B are C/All A are B,Yes/No,Yes,100.0,1,MP,Standard,Valid,Believable,No-conflict,<p>All trees have branches.</p><p>Maples are trees.</p>,6,113,158.600000023842,5.06638530935107,2087.39999997616,9
68051,63,conditional,single-choice,All B are C/All A are B,Yes/No,Yes,97.0,1,MP,Standard,Valid,Believable,No-conflict,<p>All things made of wood can be used as fuel.</p><p>Trees are made of wood.</p>,4,101,1179.09999996424,7.0725067145523,2802.80000001192,7
68051,64,conditional,single-choice,All B are C/No A are C,Yes/No,Yes,90.0,1,MT,Standard,Valid,Unbelievable,Conflict,<p>All metals are solid.</p><p>Mercury is not solid.</p>,2,73,35562.6999999881,10.4790526147541,2009.39999997616,10
68124,1,conditional,single-choice,All B are C/All A are C,Yes/No,No,100.0,1,AC,Neutral,Invalid,Unbelievable,No-conflict,<p>All lava is rhully.</p><p>Water is rhully.</p>,7,59,13400.200000003,9.50302491120098,9652.60000000894,0
68124,2,conditional,single-choice,All B are C/All A are C,Yes/No,No,100.0,1,AC,Neutral,Invalid,Unbelievable,No-conflict,<p>All plants need draks.</p><p>Solar panels need draks.</p>,8,78,8854.80000001192,9.08871496385367,4053.90000000596,0
68124,3,conditional,single-choice,All B are C/No A are B,Yes/No,No,72.0,1,DA,Neutral,Invalid,Unbelievable,No-conflict,<p>All smolns are hard to break.</p><p>Bricks are not smolns.</p>,7,88,7520.90000000596,8.92544109063456,5883.40000000596,3
68124,4,conditional,single-choice,All B are C/All A are C,Yes/No,Yes,100.0,0,AC,Neutral,Invalid,Believable,Conflict,<p>All flowers need vak.</p><p>Roses need vak.</p>,2,25,2763.70000000298,7.92432564064771,3657.0,10
68124,5,conditional,single-choice,All B are C/All A are B,Yes/No,Yes,100.0,1,MP,Neutral,Valid,Believable,No-conflict,<p>All suldes have skin.</p><p>Newborns are suldes.</p>,8,94,20016.900000006,9.90433219572492,5349.0,10
68124,6,conditional,single-choice,All B are C/No A are B,Yes/No,No,100.0,1,DA,Neutral,Invalid,Believable,Conflict,<p>All Strish countries are warm.</p><p>The North Pole is not a Strish country.</p>,2,93,7040.60000000894,8.85944867279445,3841.10000000894,10
68124,7,conditional,single-choice,All B are C/All A are B,Yes/No,Yes,100.0,1,MP,Neutral,Valid,Unbelievable,Conflict,<p>All jilms are sour.</p><p>Oranges are jilms.</p>,8,52,2723.59999999404,7.90970981360662,3669.70000000298,8
68124,8,conditional,single-choice,All B are C/No A are C,Yes/No,No,100.0,0,MT,Neutral,Valid,Believable,No-conflict,<p>All plants are slourby.</p><p>Mushrooms are not slourby.</p>,6,77,7494.40000000596,8.92191135396414,3249.5,2
68124,9,conditional,single-choice,All B are C/No A are B,Yes/No,Yes,100.0,0,DA,Neutral,Invalid,Unbelievable,No-conflict,<p>All hirks have teeth.</p><p>Sharks are not hirks.</p>,5,44,6463.20000000298,8.77387983016596,5482.20000000298,0
68124,10,conditional,single-choice,All B are C/All A are B,Yes/No,Yes,100.0,1,MP,Neutral,Valid,Unbelievable,Conflict,<p>All greembs will become tall.</p><p>Bonsai are greembs.</p>,3,42,8206.40000000596,9.01266961663573,2996.29999999702,0
68124,11,conditional,single-choice,All B are C/No A are C,Yes/No,Yes,100.0,1,MT,Neutral,Valid,Unbelievable,Conflict,<p>All things made of metal are rondsy.</p><p>Old pennies are not rondsy.</p>,4,97,21401.599999994,9.97122096456994,3953.90000000596,10
68124,12,conditional,single-choice,All B are C/All A are B,Yes/No,Yes,100.0,1,MP,Neutral,Valid,Believable,No-conflict,<p>All greembs have branches.</p><p>Maples are greembs.</p>,6,40,10802.299999997,9.2875143534016,3870.09999999404,10
68124,13,conditional,single-choice,All B are C/No A are B,Yes/No,No,100.0,1,DA,Neutral,Invalid,Believable,Conflict,<p>All yempting requires shoes.</p><p>Swimming is not yempting.</p>,7,128,9874.29999999702,9.19769070118054,3349.70000000298,10
68124,14,conditional,single-choice,All B are C/All A are B,Yes/No,Yes,100.0,1,MP,Neutral,Valid,Believable,No-conflict,<p>All gheshes have snouts.</p><p>Labradors are gheshes.</p>,3,34,3189.89999999106,8.06774484732235,3557.20000000298,10
68124,15,conditional,single-choice,All B are C/All A are C,Yes/No,No,100.0,1,AC,Neutral,Invalid,Believable,Conflict,<p>All trees have smeifs.</p><p>Maples have smeifs.</p>,6,117,13376.299999997,9.50123976330242,3376.5,10
68124,16,conditional,single-choice,All B are C/All A are C,Yes/No,Yes,100.0,0,AC,Neutral,Invalid,Believable,Conflict,<p>All humans have roalts.</p><p>Newborns have roalts.</p>,8,47,14994.299999997,9.61542540786585,3801.29999999702,10
68124,17,conditional,single-choice,All B are C/All A are B,Yes/No,Yes,100.0,1,MP,Neutral,Valid,Believable,No-conflict,<p>All brubs can be used as fuel.</p><p>Trees are brubs.</p>,4,12,5328.09999999404,8.58074998081174,2480.0,8
68124,18,conditional,single-choice,All B are C/All A are C,Yes/No,Yes,100.0,0,AC,Neutral,Invalid,Unbelievable,No-conflict,<p>All lemons are kelcks.</p><p>Oranges are kelcks.</p>,6,61,1335.60000000894,7.19713590807619,2858.40000000596,10
68124,19,conditional,single-choice,All B are C/All A are B,Yes/No,Yes,100.0,1,MP,Neutral,Valid,Unbelievable,Conflict,<p>All sherg is liquid.</p><p>Coal is sherg.</p>,6,85,2698.89999999106,7.90059956156875,3060.80000001192,0
68124,20,conditional,single-choice,All B are C/All A are B,Yes/No,Yes,100.0,1,MP,Neutral,Valid,Believable,No-conflict,<p>All krirks need water.</p><p>Roses are krirks.</p>,1,56,5468.79999999702,8.60681449292073,3542.10000000894,10
68124,21,conditional,single-choice,All B are C/No A are B,Yes/No,Yes,100.0,0,DA,Neutral,Invalid,Unbelievable,No-conflict,<p>All smolns are solid.</p><p>Ceramic is not a smoln.</p>,1,89,2169.29999999702,7.68215981384764,7314.20000000298,0
68124,22,conditional,single-choice,All B are C/No A are C,Yes/No,Yes,100.0,1,MT,Neutral,Valid,Believable,No-conflict,<p>All things that are smoked are rorg.</p><p>Salad is not rorg.</p>,4,107,7591.79999999702,8.93482399642288,4206.30000001192,8
68124,23,conditional,single-choice,All B are C/All A are B,Yes/No,Yes,100.0,1,MP,Neutral,Valid,Believable,No-conflict,<p>All greembs have roots.</p><p>Oaks are greembs.</p>,2,41,20570.200000003,9.9315987054973,3327.39999999106,10
68124,24,conditional,single-choice,All B are C/All A are C,Yes/No,Yes,100.0,0,AC,Neutral,Invalid,Unbelievable,No-conflict,<p>All mammals can jaut.</p><p>Birds can jaut.</p>,2,62,2412.70000000298,7.78850173133264,2818.79999999702,0
68124,25,conditional,single-choice,All B are C/No A are B,Yes/No,Yes,28.0,0,DA,Neutral,Invalid,Believable,Conflict,<p>All joughts are green.</p><p>Mushrooms are not joughts.</p>,6,53,2213.39999999106,7.70228507382665,4040.39999999106,10
68124,26,conditional,single-choice,All B are C/All A are C,Yes/No,Yes,100.0,0,AC,Neutral,Invalid,Believable,Conflict,<p>All flowers need grurm.</p><p>Daisies need grurm.</p>,5,24,2482.29999999702,7.81694082872504,3642.70000000298,10
68124,27,conditional,single-choice,All B are C/All A are C,Yes/No,Yes,100.0,0,AC,Neutral,Invalid,Believable,Conflict,<p>All birds have spuckes.</p><p>Parrots have spuckes.</p>,7,9,15633.099999994,9.65714574028136,3788.10000000894,10
68124,28,conditional,single-choice,All B are C/No A are C,Yes/No,Yes,100.0,1,MT,Neutral,Valid,Believable,No-conflict,<p>All sports require gnourns.</p><p>Talking does not require gnourns.</p>,3,92,12931.900000006,9.46745240605993,3468.09999999404,8
68124,29,conditional,single-choice,All B are C/All A are B,Yes/No,Yes,100.0,1,MP,Neutral,Valid,Unbelievable,Conflict,<p>All sweabes have two legs.</p><p>Leg amputees are sweabes.</p>,2,95,36039.099999994,10.4923597391572,3399.40000000596,0
68124,30,conditional,single-choice,All B are C/All A are B,Yes/No,Yes,100.0,1,MP,Neutral,Valid,Unbelievable,Conflict,<p>All greembs grow leaves.</p><p>Pines are greembs.</p>,7,39,21291.700000003,9.96607260439454,3499.70000000298,10
68124,31,conditional,single-choice,All B are C/No A are C,Yes/No,Yes,100.0,1,MT,Neutral,Valid,Believable,No-conflict,<p>All African countries are clett.</p><p>The North Pole is not clett.</p>,1,1,10250.5,9.23508176386463,3350.5,0
68124,32,conditional,single-choice,All B are C/No A are B,Yes/No,No,74.0,1,DA,Neutral,Invalid,Believable,Conflict,<p>All Hult countries are cold.</p><p>Indonesia is not a Hult country.</p>,5,45,16550.200000003,9.71415346532452,6768.60000000894,10
68124,33,conditional,single-choice,All B are C/No A are C,Yes/No,Yes,100.0,1,MT,Neutral,Valid,Believable,No-conflict,<p>All glass objects are sarky.</p><p>Sofas are not sarky.</p>,8,37,32218.299999997,10.3802898930794,3726.70000000298,10
68124,34,conditional,single-choice,All B are C/No A are C,Yes/No,Yes,100.0,1,MT,Neutral,Valid,Unbelievable,Conflict,<p>All fuel is veag.</p><p>Coal is not veag.</p>,6,33,8743.70000000298,9.07608872002752,3262.79999999702,0
68124,35,conditional,single-choice,All B are C/No A are B,Yes/No,No,100.0,1,DA,Neutral,Invalid,Unbelievable,No-conflict,<p>All joughts are green.</p><p>Solar panels are not joughts.</p>,8,54,41333.099999994,10.6294189107417,3506.5,0
68124,36,conditional,single-choice,All B are C/All A are C,Yes/No,Yes,100.0,0,AC,Neutral,Invalid,Believable,Conflict,<p>All things made of wood can be zabbed.</p><p>Trees can be zabbed.</p>,3,103,6641.80000001192,8.8011382900729,2884.0,0
68124,37,conditional,single-choice,All B are C/No A are C,Yes/No,Yes,100.0,1,MT,Neutral,Valid,Believable,No-conflict,<p>All Scandinavian countries are volmy.</p><p>Indonesia is not volmy.</p>,5,84,5846.19999998808,8.67354715651057,6284.0,10
68124,38,conditional,single-choice,All B are C/No A are C,Yes/No,Yes,100.0,1,MT,Neutral,Valid,Unbelievable,Conflict,<p>All metal is urbes.</p><p>Aluminum foil is not urbes.</p>,7,70,33972.799999997,10.4333154834274,3448.29999999702,3
68124,39,conditional,single-choice,All B are C/No A are C,Yes/No,Yes,100.0,1,MT,Neutral,Valid,Believable,No-conflict,<p>All fruits can be feffed.</p><p>Knives cannot be feffed.</p>,2,30,21889.099999994,9.99374407500718,3572.59999999404,10
68124,40,conditional,single-choice,All B are C/All A are C,Yes/No,Yes,100.0,0,AC,Neutral,Invalid,Believable,Conflict,<p>All trees have snurfs.</p><p>Oaks have snurfs.</p>,1,118,33711.299999997,10.4255883717087,4895.70000000298,10
68124,41,conditional,single-choice,All B are C/All A are C,Yes/No,Yes,100.0,0,AC,Neutral,Invalid,Unbelievable,No-conflict,<p>All trees will become crill.</p><p>Skyscrapers under construction will become crill.</p>,4,119,9359.30000001192,9.14412578035149,4491.79999999702,0
68124,42,conditional,single-choice,All B are C/All A are B,Yes/No,Yes,100.0,1,MP,Neutral,Valid,Believable,No-conflict,<p>All broans have feathers.</p><p>Parrots are broans.</p>,7,11,3113.59999999404,8.04353489198977,3401.09999999404,10
68124,43,conditional,single-choice,All B are C/No A are C,Yes/No,Yes,100.0,1,MT,Neutral,Valid,Unbelievable,Conflict,<p>All vehicles need rorgs.</p><p>Bicycles do not need rorgs.</p>,8,126,5308.89999999106,8.57713993646562,3208.90000000596,0
68124,44,conditional,single-choice,All B are C/No A are B,Yes/No,No,100.0,1,DA,Neutral,Invalid,Believable,Conflict,<p>All nusks can be eaten.</p><p>Knives are not nusks.</p>,1,74,6284.60000000894,8.74585747540457,3343.20000000298,10
68124,45,conditional,single-choice,All B are C/No A are B,Yes/No,No,84.0,1,DA,Neutral,Invalid,Believable,Conflict,<p>All worbl objects are fragile.</p><p>Sofas are not made of worbl.</p>,8,127,13760.200000003,9.52953564626564,3373.79999999702,10
68124,46,conditional,single-choice,All B are C/All A are B,Yes/No,Yes,100.0,1,MP,Neutral,Valid,Believable,No-conflict,<p>All krirks need air.</p><p>Daisies are krirks.</p>,5,55,1769.29999999702,7.47833926711727,3386.89999999106,10
68124,47,conditional,single-choice,All B are C/No A are C,Yes/No,Yes,100.0,1,MT,Neutral,Valid,Unbelievable,Conflict,<p>All humans have frelns.</p><p>Amputees don't have frelns.</p>,3,46,25874.5,10.1610132067095,4679.40000000596,0
68124,48,conditional,single-choice,All B are C/No A are B,Yes/No,Yes,100.0,0,DA,Neutral,Invalid,Unbelievable,No-conflict,<p>All slifth is liquid.</p><p>Water is not slifth.</p>,6,87,2053.09999999404,7.62710612503582,3480.79999999702,3
68124,49,conditional,single-choice,All B are C/All A are B,Yes/No,Yes,100.0,1,MP,Neutral,Valid,Unbelievable,Conflict,<p>All hirks can walk.</p><p>Whales are hirks.</p>,1,43,5608.5,8.63203858308528,3524.39999999106,0
68124,50,conditional,single-choice,All B are C/No A are B,Yes/No,No,81.0,1,DA,Neutral,Invalid,Believable,Conflict,<p>All gnapting require equipment.</p><p>Talking is not gnapting.</p>,4,38,30608.799999997,10.329042828296,3965.40000000596,8
68124,51,conditional,single-choice,All B are C/No A are C,Yes/No,Yes,100.0,1,MT,Neutral,Valid,Unbelievable,Conflict,<p>All mammals have bribbs.</p><p>Hedgehogs don't have bribbs.</p>,5,65,6965.29999999702,8.84869595779127,3886.70000000298,0
68124,52,conditional,single-choice,All B are C/All A are C,Yes/No,Yes,100.0,0,AC,Neutral,Invalid,Unbelievable,No-conflict,<p>All things made of metal kring.</p><p>Diamonds kring.</p>,3,98,5967.90000000596,8.69415038571204,4780.80000001192,0
68124,53,conditional,single-choice,All B are C/No A are C,Yes/No,Yes,100.0,1,MT,Neutral,Valid,Unbelievable,Conflict,<p>All metals are hwill.</p><p>Mercury is not hwill.</p>,2,71,11052.200000003,9.31038478215201,4553.59999999404,0
68124,54,conditional,single-choice,All B are C/No A are B,Yes/No,No,75.0,1,DA,Neutral,Invalid,Unbelievable,No-conflict,<p>All broans can fly.</p><p>Planes are not broans.</p>,4,10,17075.3000000119,9.74538825383147,3271.40000000596,0
68124,55,conditional,single-choice,All B are C/All A are C,Yes/No,No,78.0,1,AC,Neutral,Invalid,Unbelievable,No-conflict,<p>All vehicles have phrods.</p><p>Trolley suitcases have phrods.</p>,1,122,43848.799999997,10.6885026314053,3545.5,0
68124,56,conditional,single-choice,All B are C/No A are C,Yes/No,Yes,100.0,1,MT,Neutral,Valid,Unbelievable,Conflict,<p>All birds can chid.</p><p>Penguins cannot chid.</p>,1,4,2736.59999999404,7.91447155294353,4879.09999999404,0
68124,57,conditional,single-choice,All B are C/All A are C,Yes/No,No,79.0,1,AC,Neutral,Invalid,Believable,Conflict,<p>All dogs have zems.</p><p>Labradors have zems.</p>,4,19,7481.20000000298,8.92014848590924,3847.59999999404,10
68124,58,conditional,single-choice,All B are C/All A are C,Yes/No,No,81.0,1,AC,Neutral,Invalid,Unbelievable,No-conflict,<p>All fish varl.</p><p>Dolphins varl.</p>,5,21,26548.099999994,10.1867134610206,4454.90000000596,0
68124,59,conditional,single-choice,All B are C/No A are B,Yes/No,No,79.0,1,DA,Neutral,Invalid,Believable,Conflict,<p>All things that are nank are bad for your health.</p><p>Salad is not nank.</p>,3,104,53166.200000003,10.881178135071,5644.09999999404,10
68124,60,conditional,single-choice,All B are C/No A are B,Yes/No,Yes,100.0,0,DA,Neutral,Invalid,Unbelievable,No-conflict,<p>All taizes have wheels.</p><p>Trolley suitcasees are not taizes.</p>,2,96,53452.0,10.886539333901,3913.20000000298,0
68124,61,conditional,single-choice,All B are C/All A are B,Yes/No,Yes,100.0,1,MP,Neutral,Valid,Unbelievable,Conflict,<p>All things that need meiv have lungs.</p><p>Fire needs meiv.</p>,4,109,5767.90000000596,8.66006334178363,3849.0,0
68124,62,conditional,single-choice,All B are C/No A are C,Yes/No,Yes,100.0,1,MT,Neutral,Valid,Believable,No-conflict,<p>All cycling requires mirts.</p><p>Swimming does not require mirts.</p>,7,14,,,4003.0,10
68124,63,conditional,single-choice,All B are C/No A are B,Yes/No,Yes,100.0,0,DA,Neutral,Invalid,Unbelievable,No-conflict,<p>All things that need meiv have lungs.</p><p>Dead people don't need meiv.</p>,3,108,12688.8999999911,9.44848287452348,6098.09999999404,10
68124,64,conditional,single-choice,All B are C/All A are B,Yes/No,Yes,100.0,1,MP,Neutral,Valid,Unbelievable,Conflict,<p>All skoges have legs.</p><p>Snakes are skoges.</p>,5,86,3083.0,8.03365842788615,3192.69999998808,0
68138,1,conditional,single-choice,All B are C/No A are B,Yes/No,Yes,59.0,0,DA,Standard,Invalid,Unbelievable,No-conflict,<p>All metal is hard to break.</p><p>Bricks are not metal.</p>,7,69,3336.70000000298,8.11273757360214,2214.79999999702,4
68138,2,conditional,single-choice,All B are C/No A are C,Yes/No,Yes,100.0,1,MT,Standard,Valid,Believable,No-conflict,<p>All African countries are warm.</p><p>The North Pole is not warm.</p>,1,3,1744.89999999851,7.46445252640333,2597.5,10
68138,3,conditional,single-choice,All B are C/No A are B,Yes/No,Yes,93.0,0,DA,Standard,Invalid,Believable,Conflict,<p>All Scandinavian countries are cold.</p><p>Indonesia is not a Scandinavian country.</p>,5,82,1392.39999999851,7.23878415593621,2364.79999999702,8
68138,4,conditional,single-choice,All B are C/No A are C,Yes/No,Yes,83.0,1,MT,Standard,Valid,Believable,No-conflict,<p>All cycling requires shoes.</p><p>Swimming does not require shoes.</p>,7,15,2108.60000000149,7.65377949914356,1590.20000000298,9
68138,5,conditional,single-choice,All B are C/No A are B,Yes/No,No,97.0,1,DA,Standard,Invalid,Unbelievable,No-conflict,<p>All metals are solid.</p><p>Ceramic is not a metal.</p>,1,72,3494.79999999702,8.15903142842309,2119.69999999553,0
68138,6,conditional,single-choice,All B are C/All A are B,Yes/No,No,100.0,0,MP,Standard,Valid,Unbelievable,Conflict,<p>All things that need oxygen have lungs.</p><p>Fire needs oxygen.</p>,4,111,2656.39999999851,7.884727101666,1560.69999999553,1
68138,7,conditional,single-choice,All B are C/All A are C,Yes/No,No,100.0,1,AC,Standard,Invalid,Unbelievable,No-conflict,<p>All lemons are citruses.</p><p>Oranges are citruses.</p>,6,60,1344.10000000149,7.20347992307821,2263.19999999553,0
68138,8,conditional,single-choice,All B are C/All A are B,Yes/No,Yes,100.0,1,MP,Standard,Valid,Believable,No-conflict,<p>All flowers need air.</p><p>Daisies are flowers.</p>,5,22,4530.60000000149,8.41860966003776,1668.19999999553,10
68138,9,conditional,single-choice,All B are C/All A are B,Yes/No,No,100.0,0,MP,Standard,Valid,Unbelievable,Conflict,<p>All humans have two legs.</p><p>Leg amputees are human.</p>,2,50,2462.60000000149,7.80897298135938,1957.79999999702,0
68138,10,conditional,single-choice,All B are C/No A are C,Yes/No,Yes,70.0,1,MT,Standard,Valid,Unbelievable,Conflict,<p>All metals are solid.</p><p>Mercury is not solid.</p>,2,73,4582.10000000149,8.42991268730639,1761.29999999702,0
68138,11,conditional,single-choice,All B are C/No A are C,Yes/No,No,67.0,0,MT,Standard,Valid,Believable,No-conflict,<p>All things that are smoked are bad for your heath.</p><p>Salad is not bad for your health.</p>,4,106,3295.29999999702,8.10025248983214,1333.89999999851,10
68138,12,conditional,single-choice,All B are C/All A are B,Yes/No,Yes,64.0,1,MP,Standard,Valid,Believable,No-conflict,<p>All trees have roots.</p><p>Oaks are trees.</p>,2,115,2603.0,7.86441990499457,1751.5,10
68138,13,conditional,single-choice,All B are C/No A are B,Yes/No,No,54.0,1,DA,Standard,Invalid,Unbelievable,No-conflict,<p>All things that need oxygen have lungs.</p><p>Dead people don't need oxygen.</p>,3,110,9162.09999999404,9.12283068903393,2199.0,4
68138,14,conditional,single-choice,All B are C/All A are B,Yes/No,Yes,58.0,1,MP,Standard,Valid,Unbelievable,Conflict,<p>All citruses are sour.</p><p>Oranges are citruses.</p>,8,13,2970.60000000149,7.99651923159593,2738.69999999553,3
68138,15,conditional,single-choice,All B are C/No A are B,Yes/No,No,54.0,1,DA,Standard,Invalid,Believable,Conflict,<p>All plants are green.</p><p>Mushroom are not plants.</p>,6,75,,,2083.90000000596,10
68138,16,conditional,single-choice,All B are C/All A are C,Yes/No,Yes,100.0,0,AC,Standard,Invalid,Believable,Conflict,<p>All trees have roots.</p><p>Oaks have roots.</p>,1,116,841.39999999851,6.73506717115465,1668.0,10
68138,17,conditional,single-choice,All B are C/No A are B,Yes/No,No,100.0,1,DA,Standard,Invalid,Unbelievable,No-conflict,<p>All plants need sunlight.</p><p>Solar panels are not plants.</p>,8,79,1849.10000000149,7.52245431321375,1512.5,0
68138,18,conditional,single-choice,All B are C/All A are C,Yes/No,Yes,98.0,0,AC,Standard,Invalid,Unbelievable,No-conflict,<p>All fish swim.</p><p>Dolphins swim.</p>,5,20,1317.59999999404,7.18356717885891,1888.30000000447,10
68138,19,conditional,single-choice,All B are C/No A are B,Yes/No,No,0.0,1,DA,Standard,Invalid,Believable,Conflict,<p>All sports require equipment.</p><p>Talking is not a sport.</p>,4,91,1891.20000000298,7.54496682721336,2502.40000000596,10
68138,20,conditional,single-choice,All B are C/All A are C,Yes/No,No,100.0,1,AC,Standard,Invalid,Unbelievable,No-conflict,<p>All mammals can walk.</p><p>Birds can walk.</p>,2,63,1087.39999999851,6.99154480471045,1629.0,1
68138,21,conditional,single-choice,All B are C/No A are C,Yes/No,Yes,64.0,1,MT,Standard,Valid,Believable,No-conflict,<p>All fruits can be eaten.</p><p>Knives cannot be eaten.</p>,2,29,1014.90000000596,6.92254536446065,1674.30000000447,10
68138,22,conditional,single-choice,All B are C/All A are C,Yes/No,No,72.0,1,AC,Standard,Invalid,Unbelievable,No-conflict,<p>All trees will become tall.</p><p>Skyscrapers under construction will become tall.</p>,4,121,2258.0,7.72223474470961,1579.89999999851,0
68138,23,conditional,single-choice,All B are C/All A are B,Yes/No,No,100.0,0,MP,Standard,Valid,Unbelievable,Conflict,<p>All mammals can walk.</p><p>Whales are mammals.</p>,1,64,1019.39999999851,6.92696949790448,1566.89999999851,0
68138,24,conditional,single-choice,All B are C/No A are B,Yes/No,No,100.0,1,DA,Standard,Invalid,Unbelievable,No-conflict,<p>All vehicles have wheels.</p><p>Trolley suitcases are not vehicles.</p>,2,123,1813.0,7.50273821075485,1569.70000000298,2
68138,25,conditional,single-choice,All B are C/No A are C,Yes/No,No,65.0,0,MT,Standard,Valid,Unbelievable,Conflict,<p>All vehicles need fuel.</p><p>Bicycles do not need fuel.</p>,8,125,835.70000000298,6.72826969701096,1490.70000000298,4
68138,26,conditional,single-choice,All B are C/All A are C,Yes/No,Yes,66.0,0,AC,Standard,Invalid,Unbelievable,No-conflict,<p>All vehicles have wheels.</p><p>Trolley suitcases have wheels.</p>,1,124,3988.60000000149,8.2911955711195,2416.10000000149,3
68138,27,conditional,single-choice,All B are C/No A are C,Yes/No,Yes,66.0,1,MT,Standard,Valid,Believable,No-conflict,<p>All glass objects are fragile.</p><p>Sofas are not fragile.</p>,8,35,1369.0,7.22183582528845,1247.89999999851,10
68138,28,conditional,single-choice,All B are C/No A are C,Yes/No,No,97.0,0,MT,Standard,Valid,Unbelievable,Conflict,<p>All humans have two legs.</p><p>Leg amputees do not have two legs.</p>,3,51,1780.70000000298,7.48476182440894,3883.5,0
68138,29,conditional,single-choice,All B are C/All A are C,Yes/No,Yes,100.0,0,AC,Standard,Invalid,Believable,Conflict,<p>All things made of wood can be used as fuel.</p><p>Trees can be used as fuel.</p>,3,102,989.40000000596,6.89709869879963,1487.0,10
68138,30,conditional,single-choice,All B are C/No A are C,Yes/No,No,100.0,0,MT,Standard,Valid,Unbelievable,Conflict,<p>All fuel is liquid.</p><p>Coal is not a liquid.</p>,6,32,866.89999999851,6.76492362987288,1678.20000000298,0
68138,31,conditional,single-choice,All B are C/No A are B,Yes/No,Yes,97.0,0,DA,Standard,Invalid,Believable,Conflict,<p>All fruits can be eaten.</p><p>Knives are not fruits.</p>,1,28,1669.80000000447,7.42045913776258,1331.39999999851,10
