subject_id,sequence,item_id,task_type,task_formal,model_task_index,model_premise_1,model_premise_2,number_models_generated,model_merge_status,model_premises_match
67212,13,95,MP,All B are C/All A are B,2,All B are C,All A are B,2.0,both,True
67212,14,14,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
67212,15,77,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
67212,16,126,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
67212,17,52,MP,All B are C/All A are B,2,All B are C,All A are B,2.0,both,True
67212,18,65,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
67212,19,88,DA,All B are C/No A are B,4,All B are C,No A are B,2.75,both,True
67212,20,21,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
67212,21,44,DA,All B are C/No A are B,4,All B are C,No A are B,2.75,both,True
67212,22,11,MP,All B are C/All A are B,2,All B are C,All A are B,2.0,both,True
67212,23,37,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
67212,24,78,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
67212,25,38,DA,All B are C/No A are B,4,All B are C,No A are B,2.75,both,True
67212,26,118,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
67212,27,87,DA,All B are C/No A are B,4,All B are C,No A are B,2.75,both,True
67212,28,109,MP,All B are C/All A are B,2,All B are C,All A are B,2.0,both,True
67212,29,54,DA,All B are C/No A are B,4,All B are C,No A are B,2.75,both,True
67212,30,42,MP,All B are C/All A are B,2,All B are C,All A are B,2.0,both,True
67212,31,74,DA,All B are C/No A are B,4,All B are C,No A are B,2.75,both,True
67212,32,59,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
67212,33,24,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
67212,34,97,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
67212,35,9,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
67212,36,93,DA,All B are C/No A are B,4,All B are C,No A are B,2.75,both,True
67212,37,39,MP,All B are C/All A are B,2,All B are C,All A are B,2.0,both,True
67212,38,128,DA,All B are C/No A are B,4,All B are C,No A are B,2.75,both,True
67212,39,47,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
67212,40,55,MP,All B are C/All A are B,2,All B are C,All A are B,2.0,both,True
67212,41,10,DA,All B are C/No A are B,4,All B are C,No A are B,2.75,both,True
67212,42,30,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
67212,43,107,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
67212,44,45,DA,All B are C/No A are B,4,All B are C,No A are B,2.75,both,True
67212,45,62,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
67212,46,84,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
67212,47,119,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
67212,48,92,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
67212,49,25,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
67212,50,19,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
67212,51,86,MP,All B are C/All A are B,2,All B are C,All A are B,2.0,both,True
67212,52,40,MP,All B are C/All A are B,2,All B are C,All A are B,2.0,both,True
67212,53,85,MP,All B are C/All A are B,2,All B are C,All A are B,2.0,both,True
67212,54,117,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
67212,55,56,MP,All B are C/All A are B,2,All B are C,All A are B,2.0,both,True
67212,56,12,MP,All B are C/All A are B,2,All B are C,All A are B,2.0,both,True
67212,57,61,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
67212,58,104,DA,All B are C/No A are B,4,All B are C,No A are B,2.75,both,True
67212,59,43,MP,All B are C/All A are B,2,All B are C,All A are B,2.0,both,True
67212,60,41,MP,All B are C/All A are B,2,All B are C,All A are B,2.0,both,True
67212,61,33,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
67212,62,1,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
67212,63,89,DA,All B are C/No A are B,4,All B are C,No A are B,2.75,both,True
67212,64,122,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
67245,1,70,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
67245,2,128,DA,All B are C/No A are B,4,All B are C,No A are B,4.2,both,True
67245,3,52,MP,All B are C/All A are B,2,All B are C,All A are B,2.3,both,True
67245,4,21,AC,All B are C/All A are C,3,All B are C,All A are C,2.45,both,True
67245,5,46,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
67245,6,56,MP,All B are C/All A are B,2,All B are C,All A are B,2.3,both,True
67245,7,55,MP,All B are C/All A are B,2,All B are C,All A are B,2.3,both,True
67245,8,40,MP,All B are C/All A are B,2,All B are C,All A are B,2.3,both,True
67245,9,38,DA,All B are C/No A are B,4,All B are C,No A are B,4.2,both,True
67245,10,103,AC,All B are C/All A are C,3,All B are C,All A are C,2.45,both,True
67245,11,107,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
67245,12,94,MP,All B are C/All A are B,2,All B are C,All A are B,2.3,both,True
67245,13,65,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
67245,14,74,DA,All B are C/No A are B,4,All B are C,No A are B,4.2,both,True
67245,15,109,MP,All B are C/All A are B,2,All B are C,All A are B,2.3,both,True
67245,16,122,AC,All B are C/All A are C,3,All B are C,All A are C,2.45,both,True
67245,17,78,AC,All B are C/All A are C,3,All B are C,All A are C,2.45,both,True
67245,18,47,AC,All B are C/All A are C,3,All B are C,All A are C,2.45,both,True
67245,19,108,DA,All B are C/No A are B,4,All B are C,No A are B,4.2,both,True
67245,20,98,AC,All B are C/All A are C,3,All B are C,All A are C,2.45,both,True
67245,21,97,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
67245,22,10,DA,All B are C/No A are B,4,All B are C,No A are B,4.2,both,True
67245,23,118,AC,All B are C/All A are C,3,All B are C,All A are C,2.45,both,True
67245,24,42,MP,All B are C/All A are B,2,All B are C,All A are B,2.3,both,True
67245,25,89,DA,All B are C/No A are B,4,All B are C,No A are B,4.2,both,True
67245,26,53,DA,All B are C/No A are B,4,All B are C,No A are B,4.2,both,True
67245,27,41,MP,All B are C/All A are B,2,All B are C,All A are B,2.3,both,True
67245,28,4,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
67245,29,77,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
67245,30,12,MP,All B are C/All A are B,2,All B are C,All A are B,2.3,both,True
67245,31,37,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
67245,32,117,AC,All B are C/All A are C,3,All B are C,All A are C,2.45,both,True
67245,33,86,MP,All B are C/All A are B,2,All B are C,All A are B,2.3,both,True
67245,34,92,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
67245,35,87,DA,All B are C/No A are B,4,All B are C,No A are B,4.2,both,True
67245,36,61,AC,All B are C/All A are C,3,All B are C,All A are C,2.45,both,True
67245,37,39,MP,All B are C/All A are B,2,All B are C,All A are B,2.3,both,True
67245,38,88,DA,All B are C/No A are B,4,All B are C,No A are B,4.2,both,True
67245,39,19,AC,All B are C/All A are C,3,All B are C,All A are C,2.45,both,True
67245,40,45,DA,All B are C/No A are B,4,All B are C,No A are B,4.2,both,True
67245,41,96,DA,All B are C/No A are B,4,All B are C,No A are B,4.2,both,True
67245,42,34,MP,All B are C/All A are B,2,All B are C,All A are B,2.3,both,True
67245,43,1,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
67245,44,85,MP,All B are C/All A are B,2,All B are C,All A are B,2.3,both,True
67245,45,9,AC,All B are C/All A are C,3,All B are C,All A are C,2.45,both,True
67245,46,127,DA,All B are C/No A are B,4,All B are C,No A are B,4.2,both,True
67245,47,24,AC,All B are C/All A are C,3,All B are C,All A are C,2.45,both,True
67245,48,62,AC,All B are C/All A are C,3,All B are C,All A are C,2.45,both,True
67245,49,14,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
67245,50,11,MP,All B are C/All A are B,2,All B are C,All A are B,2.3,both,True
67245,51,54,DA,All B are C/No A are B,4,All B are C,No A are B,4.2,both,True
67245,52,30,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
67245,53,33,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
67245,54,43,MP,All B are C/All A are B,2,All B are C,All A are B,2.3,both,True
67245,55,95,MP,All B are C/All A are B,2,All B are C,All A are B,2.3,both,True
67245,56,119,AC,All B are C/All A are C,3,All B are C,All A are C,2.45,both,True
67245,57,25,AC,All B are C/All A are C,3,All B are C,All A are C,2.45,both,True
67245,58,71,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
67245,59,104,DA,All B are C/No A are B,4,All B are C,No A are B,4.2,both,True
67245,60,84,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
67245,61,93,DA,All B are C/No A are B,4,All B are C,No A are B,4.2,both,True
67245,62,59,AC,All B are C/All A are C,3,All B are C,All A are C,2.45,both,True
67245,63,44,DA,All B are C/No A are B,4,All B are C,No A are B,4.2,both,True
67245,64,126,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
67311,1,79,DA,All B are C/No A are B,4,All B are C,No A are B,6.65,both,True
67311,2,31,MP,All B are C/All A are B,2,All B are C,All A are B,2.75,both,True
67311,3,8,AC,All B are C/All A are C,3,All B are C,All A are C,2.85,both,True
67311,4,22,MP,All B are C/All A are B,2,All B are C,All A are B,2.75,both,True
67311,5,113,MP,All B are C/All A are B,2,All B are C,All A are B,2.75,both,True
67311,6,67,DA,All B are C/No A are B,4,All B are C,No A are B,6.65,both,True
67311,7,32,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
67311,8,18,AC,All B are C/All A are C,3,All B are C,All A are C,2.85,both,True
67311,9,36,DA,All B are C/No A are B,4,All B are C,No A are B,6.65,both,True
67311,10,105,DA,All B are C/No A are B,4,All B are C,No A are B,6.65,both,True
67311,11,49,AC,All B are C/All A are C,3,All B are C,All A are C,2.85,both,True
67311,12,60,AC,All B are C/All A are C,3,All B are C,All A are C,2.85,both,True
67311,13,125,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
67311,14,106,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
67311,15,72,DA,All B are C/No A are B,4,All B are C,No A are B,6.65,both,True
67311,16,27,AC,All B are C/All A are C,3,All B are C,All A are C,2.85,both,True
67311,17,114,AC,All B are C/All A are C,3,All B are C,All A are C,2.85,both,True
67311,18,15,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
67311,19,57,AC,All B are C/All A are C,3,All B are C,All A are C,2.85,both,True
67311,20,69,DA,All B are C/No A are B,4,All B are C,No A are B,6.65,both,True
67311,21,73,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
67311,22,91,DA,All B are C/No A are B,4,All B are C,No A are B,6.65,both,True
67311,23,3,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
67311,24,66,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
67311,25,83,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
67311,26,124,AC,All B are C/All A are C,3,All B are C,All A are C,2.85,both,True
67311,27,7,MP,All B are C/All A are B,2,All B are C,All A are B,2.75,both,True
67311,28,29,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
67311,29,116,AC,All B are C/All A are C,3,All B are C,All A are C,2.85,both,True
67311,30,75,DA,All B are C/No A are B,4,All B are C,No A are B,6.65,both,True
67311,31,82,DA,All B are C/No A are B,4,All B are C,No A are B,6.65,both,True
67311,32,48,MP,All B are C/All A are B,2,All B are C,All A are B,2.75,both,True
67311,33,51,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
67311,34,50,MP,All B are C/All A are B,2,All B are C,All A are B,2.75,both,True
67311,35,102,AC,All B are C/All A are C,3,All B are C,All A are C,2.85,both,True
67311,36,63,AC,All B are C/All A are C,3,All B are C,All A are C,2.85,both,True
67311,37,112,MP,All B are C/All A are B,2,All B are C,All A are B,2.75,both,True
67311,38,6,DA,All B are C/No A are B,4,All B are C,No A are B,6.65,both,True
67311,39,58,DA,All B are C/No A are B,4,All B are C,No A are B,6.65,both,True
67311,40,80,AC,All B are C/All A are C,3,All B are C,All A are C,2.85,both,True
67311,41,23,AC,All B are C/All A are C,3,All B are C,All A are C,2.85,both,True
67311,42,17,MP,All B are C/All A are B,2,All B are C,All A are B,2.75,both,True
67311,43,120,MP,All B are C/All A are B,2,All B are C,All A are B,2.75,both,True
67311,44,13,MP,All B are C/All A are B,2,All B are C,All A are B,2.75,both,True
67311,45,123,DA,All B are C/No A are B,4,All B are C,No A are B,6.65,both,True
67311,46,76,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
67311,47,35,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
67311,48,101,MP,All B are C/All A are B,2,All B are C,All A are B,2.75,both,True
67311,49,26,MP,All B are C/All A are B,2,All B are C,All A are B,2.75,both,True
67311,50,81,MP,All B are C/All A are B,2,All B are C,All A are B,2.75,both,True
67311,51,5,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
67311,52,20,AC,All B are C/All A are C,3,All B are C,All A are C,2.85,both,True
67311,53,121,AC,All B are C/All A are C,3,All B are C,All A are C,2.85,both,True
67311,54,100,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
67311,55,16,DA,All B are C/No A are B,4,All B are C,No A are B,6.65,both,True
67311,56,2,DA,All B are C/No A are B,4,All B are C,No A are B,6.65,both,True
67311,57,68,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
67311,58,28,DA,All B are C/No A are B,4,All B are C,No A are B,6.65,both,True
67311,59,110,DA,All B are C/No A are B,4,All B are C,No A are B,6.65,both,True
67311,60,64,MP,All B are C/All A are B,2,All B are C,All A are B,2.75,both,True
67311,61,111,MP,All B are C/All A are B,2,All B are C,All A are B,2.75,both,True
67311,62,99,AC,All B are C/All A are C,3,All B are C,All A are C,2.85,both,True
67311,63,90,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
67311,64,115,MP,All B are C/All A are B,2,All B are C,All A are B,2.75,both,True
67323,1,124,AC,All B are C/All A are C,3,All B are C,All A are C,2.45,both,True
67323,2,64,MP,All B are C/All A are B,2,All B are C,All A are B,2.25,both,True
67323,3,99,AC,All B are C/All A are C,3,All B are C,All A are C,2.45,both,True
67323,4,7,MP,All B are C/All A are B,2,All B are C,All A are B,2.25,both,True
67323,5,32,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
67323,6,22,MP,All B are C/All A are B,2,All B are C,All A are B,2.25,both,True
67323,7,13,MP,All B are C/All A are B,2,All B are C,All A are B,2.25,both,True
67323,8,105,DA,All B are C/No A are B,4,All B are C,No A are B,3.05,both,True
67323,9,116,AC,All B are C/All A are C,3,All B are C,All A are C,2.45,both,True
67323,10,27,AC,All B are C/All A are C,3,All B are C,All A are C,2.45,both,True
67323,11,90,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
67323,12,66,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
67323,13,23,AC,All B are C/All A are C,3,All B are C,All A are C,2.45,both,True
67323,14,8,AC,All B are C/All A are C,3,All B are C,All A are C,2.45,both,True
67323,15,101,MP,All B are C/All A are B,2,All B are C,All A are B,2.25,both,True
67323,16,113,MP,All B are C/All A are B,2,All B are C,All A are B,2.25,both,True
67323,17,57,AC,All B are C/All A are C,3,All B are C,All A are C,2.45,both,True
67323,18,111,MP,All B are C/All A are B,2,All B are C,All A are B,2.25,both,True
67323,19,68,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
67323,20,76,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
67323,21,67,DA,All B are C/No A are B,4,All B are C,No A are B,3.05,both,True
67323,22,28,DA,All B are C/No A are B,4,All B are C,No A are B,3.05,both,True
67323,23,120,MP,All B are C/All A are B,2,All B are C,All A are B,2.25,both,True
67323,24,69,DA,All B are C/No A are B,4,All B are C,No A are B,3.05,both,True
67323,25,102,AC,All B are C/All A are C,3,All B are C,All A are C,2.45,both,True
67323,26,3,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
67323,27,36,DA,All B are C/No A are B,4,All B are C,No A are B,3.05,both,True
67323,28,20,AC,All B are C/All A are C,3,All B are C,All A are C,2.45,both,True
67323,29,51,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
67323,30,5,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
67323,31,79,DA,All B are C/No A are B,4,All B are C,No A are B,3.05,both,True
67323,32,123,DA,All B are C/No A are B,4,All B are C,No A are B,3.05,both,True
67323,33,80,AC,All B are C/All A are C,3,All B are C,All A are C,2.45,both,True
67323,34,50,MP,All B are C/All A are B,2,All B are C,All A are B,2.25,both,True
67323,35,75,DA,All B are C/No A are B,4,All B are C,No A are B,3.05,both,True
67323,36,112,MP,All B are C/All A are B,2,All B are C,All A are B,2.25,both,True
67323,37,91,DA,All B are C/No A are B,4,All B are C,No A are B,3.05,both,True
67323,38,125,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
67323,39,60,AC,All B are C/All A are C,3,All B are C,All A are C,2.45,both,True
67323,40,72,DA,All B are C/No A are B,4,All B are C,No A are B,3.05,both,True
67323,41,49,AC,All B are C/All A are C,3,All B are C,All A are C,2.45,both,True
67323,42,110,DA,All B are C/No A are B,4,All B are C,No A are B,3.05,both,True
67323,43,73,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
67323,44,16,DA,All B are C/No A are B,4,All B are C,No A are B,3.05,both,True
67323,45,48,MP,All B are C/All A are B,2,All B are C,All A are B,2.25,both,True
67323,46,100,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
67323,47,2,DA,All B are C/No A are B,4,All B are C,No A are B,3.05,both,True
67323,48,114,AC,All B are C/All A are C,3,All B are C,All A are C,2.45,both,True
67323,49,58,DA,All B are C/No A are B,4,All B are C,No A are B,3.05,both,True
67323,50,31,MP,All B are C/All A are B,2,All B are C,All A are B,2.25,both,True
67323,51,63,AC,All B are C/All A are C,3,All B are C,All A are C,2.45,both,True
67323,52,29,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
67323,53,83,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
67323,54,26,MP,All B are C/All A are B,2,All B are C,All A are B,2.25,both,True
67323,55,115,MP,All B are C/All A are B,2,All B are C,All A are B,2.25,both,True
67323,56,81,MP,All B are C/All A are B,2,All B are C,All A are B,2.25,both,True
67323,57,18,AC,All B are C/All A are C,3,All B are C,All A are C,2.45,both,True
67323,58,6,DA,All B are C/No A are B,4,All B are C,No A are B,3.05,both,True
67323,59,121,AC,All B are C/All A are C,3,All B are C,All A are C,2.45,both,True
67323,60,106,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
67323,61,15,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
67323,62,35,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
67323,63,17,MP,All B are C/All A are B,2,All B are C,All A are B,2.25,both,True
67323,64,82,DA,All B are C/No A are B,4,All B are C,No A are B,3.05,both,True
67339,1,100,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
67339,2,91,DA,All B are C/No A are B,4,All B are C,No A are B,2.75,both,True
67339,3,51,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
67339,4,73,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
67339,5,29,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
67339,6,80,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
67339,7,116,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
67339,8,101,MP,All B are C/All A are B,2,All B are C,All A are B,2.0,both,True
67339,9,99,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
67339,10,112,MP,All B are C/All A are B,2,All B are C,All A are B,2.0,both,True
67339,11,67,DA,All B are C/No A are B,4,All B are C,No A are B,2.75,both,True
67339,12,15,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
67339,13,121,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
67339,14,111,MP,All B are C/All A are B,2,All B are C,All A are B,2.0,both,True
67339,15,16,DA,All B are C/No A are B,4,All B are C,No A are B,2.75,both,True
67339,16,106,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
67339,17,90,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
67339,18,26,MP,All B are C/All A are B,2,All B are C,All A are B,2.0,both,True
67339,19,102,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
67339,20,6,DA,All B are C/No A are B,4,All B are C,No A are B,2.75,both,True
67339,21,76,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
67339,22,27,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
67339,23,113,MP,All B are C/All A are B,2,All B are C,All A are B,2.0,both,True
67339,24,31,MP,All B are C/All A are B,2,All B are C,All A are B,2.0,both,True
67339,25,50,MP,All B are C/All A are B,2,All B are C,All A are B,2.0,both,True
67339,26,8,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
67339,27,5,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
67339,28,114,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
67339,29,49,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
67339,30,79,DA,All B are C/No A are B,4,All B are C,No A are B,2.75,both,True
67339,31,68,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
67339,32,64,MP,All B are C/All A are B,2,All B are C,All A are B,2.0,both,True
67339,33,20,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
67339,34,75,DA,All B are C/No A are B,4,All B are C,No A are B,2.75,both,True
67339,35,18,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
67339,36,23,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
67339,37,3,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
67339,38,124,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
67339,39,48,MP,All B are C/All A are B,2,All B are C,All A are B,2.0,both,True
67339,40,22,MP,All B are C/All A are B,2,All B are C,All A are B,2.0,both,True
67339,41,105,DA,All B are C/No A are B,4,All B are C,No A are B,2.75,both,True
67339,42,110,DA,All B are C/No A are B,4,All B are C,No A are B,2.75,both,True
67339,43,115,MP,All B are C/All A are B,2,All B are C,All A are B,2.0,both,True
67339,44,123,DA,All B are C/No A are B,4,All B are C,No A are B,2.75,both,True
67339,45,66,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
67339,46,63,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
67339,47,120,MP,All B are C/All A are B,2,All B are C,All A are B,2.0,both,True
67339,48,58,DA,All B are C/No A are B,4,All B are C,No A are B,2.75,both,True
67339,49,17,MP,All B are C/All A are B,2,All B are C,All A are B,2.0,both,True
67339,50,60,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
67339,51,7,MP,All B are C/All A are B,2,All B are C,All A are B,2.0,both,True
67339,52,57,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
67339,53,28,DA,All B are C/No A are B,4,All B are C,No A are B,2.75,both,True
67339,54,72,DA,All B are C/No A are B,4,All B are C,No A are B,2.75,both,True
67339,55,2,DA,All B are C/No A are B,4,All B are C,No A are B,2.75,both,True
67339,56,81,MP,All B are C/All A are B,2,All B are C,All A are B,2.0,both,True
67339,57,32,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
67339,58,36,DA,All B are C/No A are B,4,All B are C,No A are B,2.75,both,True
67339,59,35,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
67339,60,82,DA,All B are C/No A are B,4,All B are C,No A are B,2.75,both,True
67339,61,83,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
67339,62,13,MP,All B are C/All A are B,2,All B are C,All A are B,2.0,both,True
67339,63,69,DA,All B are C/No A are B,4,All B are C,No A are B,2.75,both,True
67339,64,125,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
67424,1,30,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
67424,2,43,MP,All B are C/All A are B,2,All B are C,All A are B,2.75,both,True
67424,3,25,AC,All B are C/All A are C,3,All B are C,All A are C,2.85,both,True
67424,4,44,DA,All B are C/No A are B,4,All B are C,No A are B,6.65,both,True
67424,5,47,AC,All B are C/All A are C,3,All B are C,All A are C,2.85,both,True
67424,6,108,DA,All B are C/No A are B,4,All B are C,No A are B,6.65,both,True
67424,7,42,MP,All B are C/All A are B,2,All B are C,All A are B,2.75,both,True
67424,8,77,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
67424,9,70,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
67424,10,87,DA,All B are C/No A are B,4,All B are C,No A are B,6.65,both,True
67424,11,97,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
67424,12,10,DA,All B are C/No A are B,4,All B are C,No A are B,6.65,both,True
67424,13,21,AC,All B are C/All A are C,3,All B are C,All A are C,2.85,both,True
67424,14,71,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
67424,15,33,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
67424,16,11,MP,All B are C/All A are B,2,All B are C,All A are B,2.75,both,True
67424,17,126,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
67424,18,103,AC,All B are C/All A are C,3,All B are C,All A are C,2.85,both,True
67424,19,93,DA,All B are C/No A are B,4,All B are C,No A are B,6.65,both,True
67424,20,39,MP,All B are C/All A are B,2,All B are C,All A are B,2.75,both,True
67424,21,52,MP,All B are C/All A are B,2,All B are C,All A are B,2.75,both,True
67424,22,88,DA,All B are C/No A are B,4,All B are C,No A are B,6.65,both,True
67424,23,92,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
67424,24,89,DA,All B are C/No A are B,4,All B are C,No A are B,6.65,both,True
67424,25,37,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
67424,26,65,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
67424,27,54,DA,All B are C/No A are B,4,All B are C,No A are B,6.65,both,True
67424,28,53,DA,All B are C/No A are B,4,All B are C,No A are B,6.65,both,True
67424,29,84,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
67424,30,24,AC,All B are C/All A are C,3,All B are C,All A are C,2.85,both,True
67424,31,118,AC,All B are C/All A are C,3,All B are C,All A are C,2.85,both,True
67424,32,9,AC,All B are C/All A are C,3,All B are C,All A are C,2.85,both,True
67424,33,95,MP,All B are C/All A are B,2,All B are C,All A are B,2.75,both,True
67424,34,61,AC,All B are C/All A are C,3,All B are C,All A are C,2.85,both,True
67424,35,85,MP,All B are C/All A are B,2,All B are C,All A are B,2.75,both,True
67424,36,122,AC,All B are C/All A are C,3,All B are C,All A are C,2.85,both,True
67424,37,45,DA,All B are C/No A are B,4,All B are C,No A are B,6.65,both,True
67424,38,104,DA,All B are C/No A are B,4,All B are C,No A are B,6.65,both,True
67424,39,14,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
67424,40,78,AC,All B are C/All A are C,3,All B are C,All A are C,2.85,both,True
